id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#superclass	NPC#class	ClassyFire#most specific class	ClassyFire#level 5	ClassyFire#subclass	ClassyFire#class	ClassyFire#superclass	ClassyFire#all classifications	featureId
1370_sirius_2509	C24H51N5O11	[M + H]+	C24H51N5O11	Alkaloids	Glycerolipids	Polyamines	Polyethylene glycols	Dialkyl ethers	Ethers	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2509
1371_sirius_2513	C34H62O13	[M + H]+	C34H62O13	Polyketides	Steroids	Polyesters	Hydroxysteroids		Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Hydroxysteroids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	2513
1372_sirius_2514	C8H17O8PS5	[M + H3N + H]+	C8H20NO8PS5	Fatty acids	Glycerophospholipids	Fatty alcohols	Organooxygen compounds			Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	2514
1373_sirius_2515	C28H35N7O10S4	[M + H]+	C28H35N7O10S4	Amino acids and Peptides	Oligopeptides	Pyridine alkaloids	Dialkylarylamines	Tertiary amines	Amines	Organonitrogen compounds	Organic nitrogen compounds	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Piperazines; Ethers; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dialkyl ethers; Diazinanes; Tertiary amines; Tertiary alkylarylamines; Organic disulfides; Dialkylarylamines; Organic oxides; Dialkyldisulfides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2515
1375_sirius_2517	C8H13O4S12	[M + K]+	C8H13O4S12	Fatty acids	Fatty acyls	Fatty alcohols	Primary alcohols	Primary alcohols	Alcohols and polyols	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	2517
1376_sirius_2521	C8H10O4S13	[M + H]+	C8H10O4S13	Alkaloids	Fatty acyls	Fatty alcohols	Carboxylic acids		Carboxylic acids	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	2521
1377_sirius_2522	C10H21O8P3S3	[M + H]+	C10H21O8P3S3	Fatty acids	Fatty acyls	Fatty alcohols	Organooxygen compounds			Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	2522
1378_sirius_2523	C18H26O11S5	[M + H3N + H]+	C18H29NO11S5	Fatty acids	Glycerolipids	Triacylglycerols	Dialkyl ethers	Dialkyl ethers	Ethers	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organosulfur compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	2523
1379_sirius_2524	C12H18O3	[M + H]+	C12H18O3	Fatty acids	Fatty acyls	Miscellaneous polyketides	Carboxylic acids and derivatives			Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	2524
1381_sirius_2528	C15H32N3O3P	[M + H]+	C15H32N3O3P	Alkaloids	Ornithine alkaloids	Polyamines	Organic phosphonic acids		Organic phosphonic acids	Organic phosphonic acids and derivatives	Organic acids and derivatives	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Carboxylic acid amides; Organic phosphonic acids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2528
1382_sirius_2530	C19H32N2O4	[M + H]+	C19H32N2O4	Amino acids and Peptides	Small peptides	Piperidine alkaloids	Alpha amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2530
1383_sirius_2534	C20H20O5	[M + H]+	C20H20O5	Shikimates and Phenylpropanoids	Lignans	Neolignans	Methoxyphenols		Methoxyphenols	Phenols	Benzenoids	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	2534
1384_sirius_2537	C24H22O16	[M + K]+	C24H22O16	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Gallotannins	7-hydroxyflavonoids	7-hydroxyflavonoids	Hydroxyflavonoids	Flavonoids	Phenylpropanoids and polyketides	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	2537
1385_sirius_2538	C24H41N3O6	[M + H]+	C24H41N3O6	Terpenoids	Oligopeptides	Cyclic peptides	N-acyl-alpha amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2538
1386_sirius_2539	C24H49NO11	[M + H]+	C24H49NO11	Fatty acids	Glycerolipids	Monoacylglycerols	Glycerol ethers		Glycerol ethers	Glycerolipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Glycerol ethers; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2539
1387_sirius_2540	C22H45NO11	[M + H]+	C22H45NO11	Fatty acids	Glycerolipids	Glycosylmonoacylglycerols	Hexoses	Monosaccharides	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Amines; Primary amines; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2540
1388_sirius_2541	C47H47N9O6	[M + H]+	C47H47N9O6	Amino acids and Peptides	Small peptides	Tripeptides	Phenylalanine and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2541
1389_sirius_2544	C8H13NO5S13	[M + H]+	C8H13NO5S13	Amino acids and Peptides	Small peptides	Aminoacids	Amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic disulfides; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2544
1390_sirius_2545	C32H58O10	[M + Na]+	C32H58O10	Fatty acids	Glycerophospholipids	Triacylglycerols	Polyethylene glycols	Dialkyl ethers	Ethers	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Polyethylene glycols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	2545
1391_sirius_2546	C20H39NO4	[M + H]+	C20H39NO4	Alkaloids	Fatty amides	N-acyl amines	Carbamate esters	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Carbamic acids and derivatives; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid derivatives; N-acyl amines; Carbamate esters; Secondary alcohols; Carbonyl compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2546
1393_sirius_2548	C8H14O5P2S10	[M + K]+	C8H14O5P2S10	Fatty acids	Fatty acyls	Fatty alcohols	Dithiophosphate O-esters		Dithiophosphate O-esters	Organic dithiophosphoric acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organooxygen compounds; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Hydrocarbon derivatives; Dithiophosphate O-esters; Organic oxygen compounds; Chemical entities	2548
1394_sirius_2550	C34H64O12	[M + Na]+	C34H64O12	Fatty acids	Glycerolipids	Triacylglycerols	Polyethylene glycols	Dialkyl ethers	Ethers	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	2550
1395_sirius_2553	C12H22N2O6S6	[M + H]+	C12H22N2O6S6	Fatty acids	Lysine alkaloids	Piperidine alkaloids	Dialkyl ethers	Dialkyl ethers	Ethers	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Ethers; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dialkyl ethers; Organic disulfides; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2553
1396_sirius_2555	C11H23N9O10	[M + H]+	C11H23N9O10	Carbohydrates	Small peptides	Saxitoxins	Alpha amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acids; Orthocarboxylic acid derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Amines; Primary amines; Alkanolamines; Ortho amides; Carboximidamides; Organic 1,3-dipolar compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2555
1397_sirius_2557	C22H23ClN6O2	[M + H]+	C22H23ClN6O2	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids	Biphenyls and derivatives		Biphenyls and derivatives	Benzene and substituted derivatives	Benzenoids	"Organic compounds; Organoheterocyclic compounds; Biphenyls and derivatives; Imidazoles; Tetrazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Phenyltetrazoles and derivatives; Organooxygen compounds; Azoles; Aryl chlorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Carbonylimidazoles; Tetrasubstituted imidazoles; 1,2,4,5-tetrasubstituted imidazoles; Aryl halides; Aromatic alcohols; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2557
